id,fecha,angulo,ultrasonico,infrarrojo,kalman
12,2026-03-04T18:27:32.901556,"[0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60, 63, 66, 69, 72, 75, 78, 81, 84, 87, 90, 93, 96, 99, 102, 105, 108, 111, 114, 117, 120, 123, 126, 129, 132, 135, 138, 141, 144, 147, 150, 153, 156, 159, 162, 165, 168, 171, 174, 177, 180]","[343.0, 343.0, 343.0, 343.0, 338.0, 338.0, 338.0, 338.0, 344.0, 340.0, 346.0, 351.0, 351.0, 352.0, 353.0, 360.0, 364.0, 372.0, 367.0, 367.0, 362.0, 361.0, 361.0, 369.0, 371.0, 362.0, 358.0, 358.0, 363.0, 362.0, 362.0, 362.0, 363.0, 363.0, 364.0, 364.0, 370.0, 326.0, 320.0, 315.0, 313.0, 308.0, 311.0, 301.0, 300.0, 299.0, 298.0, 298.0, 292.0, 297.0, 291.0, 295.0, 291.0, 296.0, 295.0, 300.0, 305.0, 305.0, 315.0, 324.0, 560.0]","[251.93, 252.93, 260.93, 262.93, 307.93, 355.93, 290.93, 292.93, 272.93, 280.93, 295.93, 315.93, 317.93, 318.93, 331.93, 336.93, 322.93, 321.93, 329.93, 338.93, 340.93, 340.93, 340.93, 336.93, 334.93, 332.93, 330.93, 333.93, 334.93, 335.93, 334.93, 333.93, 330.93, 325.93, 327.93, 335.93, 325.93, 298.93, 283.93, 273.93, 289.93, 283.93, 298.93, 286.93, 299.93, 293.93, 305.93, 297.93, 292.93, 296.93, 292.93, 288.93, 281.93, 262.93, 216.93, 181.93, 177.93, 193.93, 220.93, 245.93, 252.93]","[283.4336320754717, 291.21510955302364, 295.7708655691344, 298.5345565770159, 307.5432876251922, 321.83562489575576, 319.1820493362142, 317.84769272620974, 314.4834711460271, 313.04332950773306, 315.8817288935611, 322.18143538675304, 326.58222083859226, 329.76457511532834, 334.314616957691, 339.3841072787456, 340.8461189941879, 343.0382550536525, 344.982427735694, 347.8422448111184, 349.14012430569966, 349.79389984191005, 350.21345533959425, 351.1992170433551, 351.83182215402024, 350.267375062334, 348.18863027499935, 347.3919978971895, 347.9555378073631, 348.31718527899733, 348.37014102167956, 348.22499618394954, 347.77359301351385, 346.5882645220421, 346.36497528922246, 347.65471139222973, 347.76587463469167, 335.11906908699865, 323.2413728770018, 312.9320194711885, 308.82387294608196, 304.2170843779661, 304.48503081090377, 300.7161501415707, 300.4470449175253, 299.02044718375043, 300.07535551895137, 299.3193046799603, 296.8636981447355, 296.899990301188, 295.1319926704001, 293.99739357369225, 291.2988565594971, 287.0592878707323, 275.9195238729677, 263.39680110736293, 255.53956734797853, 253.3633076141545, 258.5944744388297, 268.04191483269574, 317.63303288681436]"
