id,fecha,angulo,ultrasonico,infrarrojo,kalman
34,2026-05-11T12:52:05.266374,"[0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60, 63, 66, 69, 72, 75, 78, 81, 84, 87, 90, 93, 96, 99, 102, 105, 108, 111, 114, 117, 120, 123, 126, 129, 132, 135, 138, 141, 144, 147, 150, 153, 156, 159, 162, 165, 168, 171, 174, 177, 180]","[270.0, 270.0, 275.0, 275.0, 285.0, 281.0, 290.0, 316.0, 708.0, 814.0, 639.0, 565.0, 769.0, 451.0, 510.0, 398.0, 443.0, 436.0, 431.0, 430.0, 429.0, 429.0, 428.0, 423.0, 423.0, 422.0, 422.0, 422.0, 422.0, 418.0, 422.0, 426.0, 427.0, 427.0, 432.0, 437.0, 438.0, 451.0, 460.0, 471.0, 1272.0, 779.0, 695.0, 435.0, 607.0, 590.0, 696.0, 582.0, 235.0, 230.0, 229.0, 229.0, 219.0, 214.0, 213.0, 208.0, 207.0, 207.0, 206.0, 202.0, 206.0]","[262.93, 262.93, 246.93, 246.93, 257.93, 259.93, 261.93, 263.93, 276.93, 279.93, 287.93, 292.93, 280.93, 280.93, 283.93, 301.93, 319.93, 312.93, 302.93, 286.93, 291.93, 302.93, 322.93, 324.93, 327.93, 307.93, 322.93, 322.93, 304.93, 304.93, 308.93, 283.93, 226.93, 209.93, 204.93, 206.93, 220.93, 224.93, 219.93, 235.93, 248.93, 264.93, 290.93, 318.93, 305.93, 310.93, 281.93, 281.93, 265.93, 247.93, 243.93, 239.93, 234.93, 236.93, 231.93, 219.93, 216.93, 212.93, 209.93, 208.93, 205.93]","[253.89589622641506, 260.62659070990355, 260.7700070699929, 260.84491534595577, 264.76107375129766, 266.8290315542918, 270.1181668614262, 277.2428376932328, 354.4120538334359, 423.4192720698576, 437.7679842099186, 434.6140649845941, 466.9837469861095, 430.79265907766955, 418.67359490223873, 394.0581794898991, 389.5465745038114, 384.1434847441146, 377.98916183257757, 370.9944827312279, 367.2222157650941, 366.77180869708195, 369.8862102948994, 371.34746758315623, 372.82260473997536, 370.00755836311356, 370.88795543120693, 371.45294358543146, 368.5912023312, 366.0381864042733, 365.83283803620986, 361.9393527956812, 349.40952616841344, 338.323415434123, 331.2089877866599, 327.89725918976416, 328.4589142020383, 331.8645413954325, 334.7665920069045, 341.46543820794767, 491.57520283528316, 502.4625777049784, 499.0599986002974, 455.3185411541881, 455.7292687138154, 453.8433045992322, 466.4259178300755, 454.0800331656856, 381.1334062709844, 330.2004985812808, 296.61904668409437, 274.35188898473564, 257.37517731110717, 245.9431147454568, 237.53190242041103, 229.08888123873498, 222.95412116581477, 218.30067018706632, 214.59783810673997, 211.32592972402267, 209.4053360708577]"
